@relation tk_aggregate

@attribute R1 numeric
@attribute D1 numeric
@attribute R2 numeric
@attribute D2 numeric
@attribute R3 numeric
@attribute D3 numeric
@attribute R4 numeric
@attribute D4 numeric
@attribute R5 numeric
@attribute D5 numeric
@attribute R6 numeric
@attribute D6 numeric
@attribute R7 numeric
@attribute Label {N,Y}

@data
0.67,0.77,0.73,0.8,0.29,0.23,6,8,0,0.36,0.17,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.4,0.4,0.5,0.44,0.23,6,8,0.1,0.21,0.33,0.38,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.8,0.86,0.83,0.88,0.29,0.23,6,8,0.2,0.29,0.42,0.44,2,N
0.67,0.67,0.73,0.71,0.29,0.23,6,8,0.3,0.36,0.5,0.5,2,N
0.44,0.55,0.4,0.62,0.29,0.22,6,8,0,0.43,0.25,0.56,2,N
0.44,0.55,0.4,0.62,0.44,0.22,6,8,0.1,0.5,0.33,0.62,2,N
0.44,0.36,0.4,0.33,0.44,0.36,6,8,0,0.29,0,0.44,1,Y
0.36,0.36,0.33,0.33,0.36,0.36,6,8,0.36,0.36,0.5,0.5,2,N
0.31,0.36,0.29,0.33,0.31,0.36,6,8,0.44,0.14,0.55,0.25,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.36,0.4,0.46,0.47,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.36,0.4,0.46,0.47,0.2,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.36,0.46,0.46,0.56,0.2,0.16,9,12,0.25,0.55,0.39,0.62,2,N
0.36,0.5,0.46,0.56,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.36,0.5,0.46,0.56,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.43,0.29,0.52,0.38,0.17,0.16,11,12,0.6,0.41,0.68,0.5,2,N
0.31,0.33,0.47,0.41,0.17,0.27,11,12,0.55,0.45,0.64,0.54,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.67,0.57,0.7,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.59,0.31,0.63,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.43,0.5,0.5,0.56,0.17,0.16,11,12,0.45,0.64,0.55,0.71,2,N
0.29,0.4,0.27,0.47,0.17,0.16,11,12,0.5,0.5,0.59,0.58,2,N
0.38,0.27,0.44,0.25,0.14,0.27,13,12,0.71,0.55,0.77,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.32,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.4,0.27,0.47,0.17,0.16,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.4,0.27,0.47,0.17,0.16,11,12,0.5,0.5,0.59,0.58,2,N
0.38,0.27,0.44,0.25,0.14,0.27,13,12,0.71,0.55,0.77,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.32,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.36,0.46,0.46,0.56,0.2,0.16,9,12,0.25,0.55,0.39,0.62,2,N
0.53,0.38,0.59,0.44,0.17,0.16,11,12,0.55,0.36,0.64,0.46,2,N
0.43,0.29,0.52,0.38,0.17,0.16,11,12,0.6,0.41,0.68,0.5,2,N
0.31,0.33,0.47,0.41,0.17,0.27,11,12,0.55,0.45,0.64,0.54,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.27,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.36,0.4,0.46,0.47,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.36,0.4,0.46,0.47,0.2,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.36,0.46,0.46,0.56,0.2,0.16,9,12,0.25,0.55,0.39,0.62,2,N
0.36,0.5,0.46,0.56,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.31,0.29,0.41,0.41,0.17,0.27,11,12,0.55,0.45,0.64,0.54,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.27,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.4,0.27,0.47,0.17,0.16,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.32,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.27,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.27,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.62,0.78,0.67,0.8,0.2,0.01,9,12,0.31,0.5,0.44,0.58,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.38,0.55,0.5,0.62,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.36,0.46,0.46,0.56,0.2,0.16,9,12,0.25,0.55,0.39,0.62,2,N
0.36,0.5,0.46,0.56,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.31,0.29,0.41,0.41,0.17,0.27,11,12,0.55,0.45,0.64,0.54,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.67,0.57,0.7,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.59,0.31,0.63,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.25,0.27,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.67,0.57,0.7,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.38,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.36,0.46,0.46,0.56,0.2,0.16,9,12,0.25,0.55,0.39,0.62,2,N
0.36,0.5,0.46,0.56,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.4,0.31,0.47,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.71,0.78,0.75,0.8,0.2,0.01,9,12,0.44,0.64,0.56,0.71,2,N
0.62,0.71,0.67,0.74,0.2,0.01,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.67,0.57,0.7,0.2,0.16,9,12,0.31,0.55,0.44,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.33,0.34,0.31,0.47,0.33,0.16,9,12,0.25,0.5,0.33,0.62,1,Y
0.29,0.27,0.27,0.25,0.29,0.27,9,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,9,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,9,12,0.68,0.45,0.73,0.5,2,N
0.88,0.78,0.89,0.8,0.21,0.01,9,12,0.31,0.55,0.44,0.62,2,N
0.8,0.74,0.82,0.77,0.2,0.01,9,12,0.38,0.59,0.5,0.67,2,N
0.62,0.72,0.67,0.75,0.2,0.01,9,12,0.44,0.45,0.56,0.54,2,N
0.5,0.62,0.57,0.67,0.2,0.16,9,12,0.5,0.5,0.61,0.58,2,N
0.5,0.53,0.57,0.59,0.2,0.16,9,12,0.56,0.55,0.67,0.62,2,N
0.33,0.56,0.31,0.61,0.2,0.16,9,12,0.38,0.59,0.5,0.67,2,N
0.33,0.43,0.31,0.53,0.33,0.16,9,12,0.44,0.64,0.56,0.71,2,N
0.29,0.4,0.27,0.47,0.17,0.16,11,12,0.5,0.5,0.59,0.58,2,N
0.29,0.27,0.27,0.25,0.29,0.27,11,12,0.55,0.55,0.64,0.62,2,N
0.25,0.27,0.24,0.25,0.25,0.27,13,12,0.58,0.59,0.65,0.67,2,N
0.24,0.27,0.32,0.33,0.13,0.35,15,12,0.68,0.45,0.73,0.5,2,N
